container_id,vessel_id,container_size_type,weight_mt,container_status,destination_zone_id,priority,handling_requirement,synthetic
SYN-CONT-003357,00000000-0000-0000-0000-00000000040c,40HC,19.1,inbound,00000000-0000-0000-0000-000000000130,low,hazardous,True
SYN-CONT-003358,00000000-0000-0000-0000-00000000040c,40HC,24.5,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-003359,00000000-0000-0000-0000-00000000040c,20GP,25.6,inbound,00000000-0000-0000-0000-000000000130,low,hazardous,True
SYN-CONT-003360,00000000-0000-0000-0000-00000000040c,40GP,27.0,inbound,00000000-0000-0000-0000-00000000012c,low,hazardous,True
SYN-CONT-003361,00000000-0000-0000-0000-00000000040c,40RF,21.7,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-003362,00000000-0000-0000-0000-00000000040c,20GP,26.4,inbound,00000000-0000-0000-0000-00000000012f,low,reefer,True
SYN-CONT-003363,00000000-0000-0000-0000-00000000040c,40RF,28.0,inbound,00000000-0000-0000-0000-000000000131,low,reefer,True
SYN-CONT-003364,00000000-0000-0000-0000-00000000040c,40GP,9.6,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-003365,00000000-0000-0000-0000-00000000040c,40HC,19.9,inbound,00000000-0000-0000-0000-000000000131,low,reefer,True
SYN-CONT-003366,00000000-0000-0000-0000-00000000040c,40RF,28.0,inbound,00000000-0000-0000-0000-00000000012f,low,reefer,True
SYN-CONT-003367,00000000-0000-0000-0000-00000000040c,40HC,22.0,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-003368,00000000-0000-0000-0000-00000000040c,20GP,13.1,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-003369,00000000-0000-0000-0000-00000000040c,40GP,27.3,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-003370,00000000-0000-0000-0000-00000000040c,40HC,18.3,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-003371,00000000-0000-0000-0000-00000000040c,40GP,28.8,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-003372,00000000-0000-0000-0000-00000000040c,40GP,25.4,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-003373,00000000-0000-0000-0000-00000000040c,40HC,10.3,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-003374,00000000-0000-0000-0000-00000000040c,20GP,20.2,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-003375,00000000-0000-0000-0000-00000000040c,40HC,28.9,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-003376,00000000-0000-0000-0000-00000000040c,40GP,14.8,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-003377,00000000-0000-0000-0000-00000000040c,40HC,29.1,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-003378,00000000-0000-0000-0000-00000000040c,40HC,11.1,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-003379,00000000-0000-0000-0000-00000000040c,20GP,8.6,inbound,00000000-0000-0000-0000-000000000131,low,reefer,True
SYN-CONT-003380,00000000-0000-0000-0000-00000000040c,40GP,9.1,inbound,00000000-0000-0000-0000-00000000012f,low,reefer,True
SYN-CONT-003381,00000000-0000-0000-0000-00000000040c,40RF,12.5,inbound,00000000-0000-0000-0000-00000000012f,low,reefer,True
SYN-CONT-003382,00000000-0000-0000-0000-00000000040c,20GP,29.8,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-003383,00000000-0000-0000-0000-00000000040c,20GP,25.0,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-003384,00000000-0000-0000-0000-00000000040c,40RF,24.7,inbound,00000000-0000-0000-0000-00000000012e,low,reefer,True
SYN-CONT-003385,00000000-0000-0000-0000-00000000040c,40HC,12.3,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-003386,00000000-0000-0000-0000-00000000040c,40HC,13.7,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-003387,00000000-0000-0000-0000-00000000040c,40RF,8.4,inbound,00000000-0000-0000-0000-00000000012f,low,reefer,True
SYN-CONT-003388,00000000-0000-0000-0000-00000000040c,40RF,17.0,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-003389,00000000-0000-0000-0000-00000000040c,40HC,29.3,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-003390,00000000-0000-0000-0000-00000000040c,40RF,29.3,inbound,00000000-0000-0000-0000-000000000131,low,reefer,True
SYN-CONT-003391,00000000-0000-0000-0000-00000000040c,40HC,30.5,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-003392,00000000-0000-0000-0000-00000000040c,40RF,27.7,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-003393,00000000-0000-0000-0000-00000000040c,40HC,9.0,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-003394,00000000-0000-0000-0000-00000000040c,40GP,8.2,inbound,00000000-0000-0000-0000-000000000130,low,hazardous,True
SYN-CONT-003395,00000000-0000-0000-0000-00000000040c,40GP,23.6,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-003396,00000000-0000-0000-0000-00000000040c,20GP,26.1,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-003397,00000000-0000-0000-0000-00000000040c,40HC,21.9,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-003398,00000000-0000-0000-0000-00000000040c,40RF,11.9,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-003399,00000000-0000-0000-0000-00000000040c,40GP,16.2,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-003400,00000000-0000-0000-0000-00000000040c,40GP,19.2,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-003401,00000000-0000-0000-0000-00000000040c,40RF,22.1,inbound,00000000-0000-0000-0000-00000000012e,low,reefer,True
SYN-CONT-003402,00000000-0000-0000-0000-00000000040c,40HC,25.6,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-003403,00000000-0000-0000-0000-00000000040c,20GP,8.8,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-003404,00000000-0000-0000-0000-00000000040c,40RF,9.0,inbound,00000000-0000-0000-0000-00000000012f,low,reefer,True
SYN-CONT-003405,00000000-0000-0000-0000-00000000040d,40GP,10.3,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003406,00000000-0000-0000-0000-00000000040d,40GP,17.4,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003407,00000000-0000-0000-0000-00000000040d,20GP,18.4,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003408,00000000-0000-0000-0000-00000000040d,40RF,11.0,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003409,00000000-0000-0000-0000-00000000040d,20GP,18.7,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003410,00000000-0000-0000-0000-00000000040d,40GP,22.8,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003411,00000000-0000-0000-0000-00000000040d,20GP,19.1,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003412,00000000-0000-0000-0000-00000000040d,40GP,12.9,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003413,00000000-0000-0000-0000-00000000040d,40GP,22.8,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003414,00000000-0000-0000-0000-00000000040d,20GP,14.4,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003415,00000000-0000-0000-0000-00000000040d,20GP,13.1,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003416,00000000-0000-0000-0000-00000000040d,40HC,24.0,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003417,00000000-0000-0000-0000-00000000040d,40HC,15.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003418,00000000-0000-0000-0000-00000000040d,40GP,24.6,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-003419,00000000-0000-0000-0000-00000000040d,40RF,22.2,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003420,00000000-0000-0000-0000-00000000040d,40GP,11.2,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003421,00000000-0000-0000-0000-00000000040d,40GP,16.9,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003422,00000000-0000-0000-0000-00000000040d,40RF,18.9,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003423,00000000-0000-0000-0000-00000000040d,40GP,17.1,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-003424,00000000-0000-0000-0000-00000000040d,40RF,22.0,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003425,00000000-0000-0000-0000-00000000040d,40RF,10.7,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003426,00000000-0000-0000-0000-00000000040d,40HC,30.4,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003427,00000000-0000-0000-0000-00000000040d,40HC,26.2,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003428,00000000-0000-0000-0000-00000000040d,40RF,22.9,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003429,00000000-0000-0000-0000-00000000040d,40HC,13.9,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-003430,00000000-0000-0000-0000-00000000040d,40RF,22.5,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003431,00000000-0000-0000-0000-00000000040d,40GP,13.1,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003432,00000000-0000-0000-0000-00000000040d,20GP,20.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003433,00000000-0000-0000-0000-00000000040d,40GP,14.9,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003434,00000000-0000-0000-0000-00000000040d,20GP,12.1,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-003435,00000000-0000-0000-0000-00000000040d,40GP,26.9,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003436,00000000-0000-0000-0000-00000000040d,20GP,24.5,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003437,00000000-0000-0000-0000-00000000040d,40GP,27.3,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-003438,00000000-0000-0000-0000-00000000040d,20GP,16.2,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-003439,00000000-0000-0000-0000-00000000040d,40GP,11.6,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003440,00000000-0000-0000-0000-00000000040d,40GP,13.1,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-003441,00000000-0000-0000-0000-00000000040d,40GP,29.2,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-003442,00000000-0000-0000-0000-00000000040d,40RF,27.3,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003443,00000000-0000-0000-0000-00000000040d,20GP,14.7,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003444,00000000-0000-0000-0000-00000000040d,40RF,28.1,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003445,00000000-0000-0000-0000-00000000040d,40HC,24.2,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003446,00000000-0000-0000-0000-00000000040d,20GP,13.7,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-003447,00000000-0000-0000-0000-00000000040d,40HC,28.8,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-003448,00000000-0000-0000-0000-00000000040d,20GP,25.0,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003449,00000000-0000-0000-0000-00000000040d,40GP,26.5,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003450,00000000-0000-0000-0000-00000000040d,40RF,25.7,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003451,00000000-0000-0000-0000-00000000040d,40RF,16.8,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003452,00000000-0000-0000-0000-00000000040d,40GP,9.6,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003453,00000000-0000-0000-0000-00000000040d,40GP,10.8,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003454,00000000-0000-0000-0000-00000000040d,40GP,18.0,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003455,00000000-0000-0000-0000-00000000040d,40HC,8.2,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003456,00000000-0000-0000-0000-00000000040d,40HC,10.3,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-003457,00000000-0000-0000-0000-00000000040d,40RF,13.2,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003458,00000000-0000-0000-0000-00000000040d,40HC,20.2,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-003459,00000000-0000-0000-0000-00000000040d,40RF,11.5,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003460,00000000-0000-0000-0000-00000000040d,40HC,29.4,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003461,00000000-0000-0000-0000-00000000040d,40RF,26.9,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003462,00000000-0000-0000-0000-00000000040d,20GP,17.6,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003463,00000000-0000-0000-0000-00000000040d,40RF,25.1,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003464,00000000-0000-0000-0000-00000000040d,20GP,30.4,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-003465,00000000-0000-0000-0000-00000000040d,40HC,27.6,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003466,00000000-0000-0000-0000-00000000040d,40RF,26.8,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003467,00000000-0000-0000-0000-00000000040d,40RF,9.3,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-003468,00000000-0000-0000-0000-00000000040d,40HC,28.4,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003469,00000000-0000-0000-0000-00000000040d,40HC,23.0,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003470,00000000-0000-0000-0000-00000000040d,40HC,8.3,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003471,00000000-0000-0000-0000-00000000040d,40RF,13.5,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003472,00000000-0000-0000-0000-00000000040d,40GP,17.8,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-003473,00000000-0000-0000-0000-00000000040d,20GP,20.6,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003474,00000000-0000-0000-0000-00000000040d,40RF,21.6,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003475,00000000-0000-0000-0000-00000000040d,40RF,8.9,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-003476,00000000-0000-0000-0000-00000000040d,20GP,10.1,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-003477,00000000-0000-0000-0000-00000000040d,40HC,23.1,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-003478,00000000-0000-0000-0000-00000000040d,40RF,26.3,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003479,00000000-0000-0000-0000-00000000040d,20GP,22.6,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003480,00000000-0000-0000-0000-00000000040d,40RF,20.9,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003481,00000000-0000-0000-0000-00000000040d,20GP,26.3,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003482,00000000-0000-0000-0000-00000000040d,40RF,23.1,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-003483,00000000-0000-0000-0000-00000000040d,40GP,12.1,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-003484,00000000-0000-0000-0000-00000000040d,40HC,14.6,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003485,00000000-0000-0000-0000-00000000040d,20GP,27.1,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003486,00000000-0000-0000-0000-00000000040d,40HC,15.9,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003487,00000000-0000-0000-0000-00000000040d,40HC,25.6,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003488,00000000-0000-0000-0000-00000000040d,40RF,23.7,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003489,00000000-0000-0000-0000-00000000040d,40HC,12.7,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-003490,00000000-0000-0000-0000-00000000040d,40HC,24.9,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003491,00000000-0000-0000-0000-00000000040d,40RF,27.3,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003492,00000000-0000-0000-0000-00000000040d,40HC,20.1,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-003493,00000000-0000-0000-0000-00000000040d,40HC,10.3,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003494,00000000-0000-0000-0000-00000000040d,20GP,15.0,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003495,00000000-0000-0000-0000-00000000040d,40GP,12.5,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003496,00000000-0000-0000-0000-00000000040d,40RF,15.9,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003497,00000000-0000-0000-0000-00000000040e,40HC,29.6,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003498,00000000-0000-0000-0000-00000000040e,20GP,12.3,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003499,00000000-0000-0000-0000-00000000040e,40HC,20.1,inbound,00000000-0000-0000-0000-00000000012f,normal,hazardous,True
SYN-CONT-003500,00000000-0000-0000-0000-00000000040e,20GP,10.1,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003501,00000000-0000-0000-0000-00000000040e,40RF,27.2,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003502,00000000-0000-0000-0000-00000000040e,40HC,16.0,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-003503,00000000-0000-0000-0000-00000000040e,40RF,10.3,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003504,00000000-0000-0000-0000-00000000040e,40HC,20.8,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-003505,00000000-0000-0000-0000-00000000040e,40HC,18.0,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003506,00000000-0000-0000-0000-00000000040e,40GP,11.5,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-003507,00000000-0000-0000-0000-00000000040e,20GP,13.1,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-003508,00000000-0000-0000-0000-00000000040e,40GP,27.7,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003509,00000000-0000-0000-0000-00000000040e,40GP,8.3,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003510,00000000-0000-0000-0000-00000000040e,20GP,18.9,inbound,00000000-0000-0000-0000-00000000012f,normal,hazardous,True
SYN-CONT-003511,00000000-0000-0000-0000-00000000040e,40RF,20.5,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003512,00000000-0000-0000-0000-00000000040e,40GP,12.2,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003513,00000000-0000-0000-0000-00000000040e,40RF,22.1,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003514,00000000-0000-0000-0000-00000000040e,40HC,26.1,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003515,00000000-0000-0000-0000-00000000040e,40RF,16.3,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003516,00000000-0000-0000-0000-00000000040e,40HC,16.0,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-003517,00000000-0000-0000-0000-00000000040e,40GP,27.3,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003518,00000000-0000-0000-0000-00000000040e,40GP,21.0,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-003519,00000000-0000-0000-0000-00000000040e,40RF,20.0,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-003520,00000000-0000-0000-0000-00000000040e,40GP,24.1,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003521,00000000-0000-0000-0000-00000000040e,40GP,14.1,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-003522,00000000-0000-0000-0000-00000000040e,40RF,21.9,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003523,00000000-0000-0000-0000-00000000040e,40RF,9.5,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003524,00000000-0000-0000-0000-00000000040e,20GP,18.1,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-003525,00000000-0000-0000-0000-00000000040e,20GP,18.7,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003526,00000000-0000-0000-0000-00000000040e,40GP,23.3,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003527,00000000-0000-0000-0000-00000000040e,40HC,13.7,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-003528,00000000-0000-0000-0000-00000000040e,20GP,19.0,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-003529,00000000-0000-0000-0000-00000000040e,40GP,12.8,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003530,00000000-0000-0000-0000-00000000040e,40HC,23.7,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-003531,00000000-0000-0000-0000-00000000040e,40HC,20.8,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-003532,00000000-0000-0000-0000-00000000040e,40RF,11.2,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-003533,00000000-0000-0000-0000-00000000040e,40HC,29.8,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003534,00000000-0000-0000-0000-00000000040e,40HC,10.7,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-003535,00000000-0000-0000-0000-00000000040e,20GP,17.3,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-003536,00000000-0000-0000-0000-00000000040e,40GP,30.0,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003537,00000000-0000-0000-0000-00000000040e,40GP,22.6,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003538,00000000-0000-0000-0000-00000000040e,20GP,10.0,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003539,00000000-0000-0000-0000-00000000040e,40RF,26.1,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003540,00000000-0000-0000-0000-00000000040e,40RF,11.1,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-003541,00000000-0000-0000-0000-00000000040e,40GP,15.0,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003542,00000000-0000-0000-0000-00000000040e,40RF,27.8,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-003543,00000000-0000-0000-0000-00000000040e,20GP,13.9,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003544,00000000-0000-0000-0000-00000000040e,40GP,30.2,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-003545,00000000-0000-0000-0000-00000000040e,20GP,18.2,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003546,00000000-0000-0000-0000-00000000040e,40HC,27.8,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003547,00000000-0000-0000-0000-00000000040e,20GP,10.1,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003548,00000000-0000-0000-0000-00000000040e,20GP,15.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-003549,00000000-0000-0000-0000-00000000040e,20GP,20.7,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-003550,00000000-0000-0000-0000-00000000040e,40GP,22.3,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-003551,00000000-0000-0000-0000-00000000040e,40GP,12.9,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-003552,00000000-0000-0000-0000-00000000040e,20GP,21.5,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-003553,00000000-0000-0000-0000-00000000040e,40GP,23.9,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-003554,00000000-0000-0000-0000-00000000040e,40GP,8.7,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-003555,00000000-0000-0000-0000-00000000040e,20GP,29.0,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-003556,00000000-0000-0000-0000-00000000040e,40HC,21.3,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-003557,00000000-0000-0000-0000-00000000040e,20GP,12.3,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
